protein_id,accession,prophage_id,original_product,length_aa,putative_function,nearest_neighbor_protein_id,nearest_neighbor_prophage_id,cosine_similarity,confidence
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04865,GCF_000023085.1,pp3,hypothetical protein,66,YopX family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00125,pp1,0.9778,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS15640,GCF_000023085.1,pp3,hypothetical protein,54,phage head-tail connector protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10125,pp4,0.9591,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS15645,GCF_000023085.1,pp3,hypothetical protein,48,crAss001_48 related protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04365,pp2,0.9807,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04890,GCF_000023085.1,pp3,putative HNHc nuclease,214,Prophage Lp2 protein 41,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1989,pp2,0.9822,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04895,GCF_000023085.1,pp3,hypothetical protein,268,Phage replication initiation protein,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1671,pp1,0.9999,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04905,GCF_000023085.1,pp3,hypothetical protein,77,Prophage Lp2 protein 23,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1669,pp1,0.9746,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04915,GCF_000023085.1,pp3,hypothetical protein,88,XkdX family protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS18545,pp2,0.9807,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS15650,GCF_000023085.1,pp3,hypothetical protein,54,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.9775,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04960,GCF_000023085.1,pp3,HK97-gp10 family putative phage morphogenesis protein,135,HK97 gp10 family phage protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS05005,pp1,0.9799,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04980,GCF_000023085.1,pp3,hypothetical protein,61,SHOCT domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08050,pp5,0.9857,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05005,GCF_000023085.1,pp3,hypothetical protein,79,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.9785,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS15655,GCF_000023085.1,pp3,hypothetical protein,53,DUF4355 domain-containing protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS11455,pp2,0.9523,high
GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05015,GCF_000023085.1,pp3,hypothetical protein,85,Prophage Lp2 protein 54,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1637,pp1,0.9795,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05200,GCF_000026505.1,pp1,hypothetical protein,76,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.9773,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05210,GCF_000026505.1,pp1,hypothetical protein,67,DUF1056 family protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08405,pp3,0.9722,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05220,GCF_000026505.1,pp1,hypothetical protein,72,KTSC domain-containing protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10195,pp4,0.9824,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05225,GCF_000026505.1,pp1,hypothetical protein,251,abortive infection family protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04930,pp1,0.9898,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05250,GCF_000026505.1,pp1,hypothetical protein,82,tail assembly chaperone,GCF_000203855.3__pp3__2163938-2219895__LP_RS10300,pp3,0.9674,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05255,GCF_000026505.1,pp1,hypothetical protein,75,phage head-tail connector protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10325,pp3,0.987,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS16075,GCF_000026505.1,pp1,hypothetical protein,52,phage head-tail connector protein,GCF_000203855.3__pp1__590128-628381__LP_RS02880,pp1,0.9853,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05260,GCF_000026505.1,pp1,hypothetical protein,182,helix-turn-helix domain-containing protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04870,pp1,0.988,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS16270,GCF_000026505.1,pp1,hypothetical protein,42,DUF1056 family protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08405,pp3,0.983,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05270,GCF_000026505.1,pp1,hypothetical protein,75,phage head-tail connector protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10125,pp4,0.9721,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05275,GCF_000026505.1,pp1,hypothetical protein,56,Prophage Lp2 protein 47,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1983,pp2,0.9562,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05310,GCF_000026505.1,pp1,hypothetical protein,149,Prophage Lp2 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2005,pp2,0.9816,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05315,GCF_000026505.1,pp1,hypothetical protein,84,YopX family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00125,pp1,0.9755,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05325,GCF_000026505.1,pp1,hypothetical protein,154,CAP domain-containing protein,GCF_000148815.2__pp1__784086-803154__LPST_RS03655,pp1,0.9498,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05330,GCF_000026505.1,pp1,hypothetical protein,61,phage head closure protein,GCF_041888805.1__pp4__1529913-1535609__ACEPPB_RS07540,pp4,0.9868,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05340,GCF_000026505.1,pp1,hypothetical protein,59,DUF6877 family protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10380,pp3,0.975,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05345,GCF_000026505.1,pp1,hypothetical protein,67,DUF771 domain-containing protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10310,pp5,0.9837,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05350,GCF_000026505.1,pp1,hypothetical protein,143,DUF771 domain-containing protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10260,pp4,0.9875,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05355,GCF_000026505.1,pp1,hypothetical protein,120,DUF1642 domain-containing protein,GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09860,pp3,0.9893,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05360,GCF_000026505.1,pp1,hypothetical protein,79,RusA family crossover junction endodeoxyribonuclease,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02915,pp2,0.9763,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05365,GCF_000026505.1,pp1,hypothetical protein,60,DUF1056 family protein,GCF_000016825.1__pp3__1162622-1201468__LREU_RS10250,pp3,0.9815,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05370,GCF_000026505.1,pp1,hypothetical protein,142,ArpU family phage packaging/lysis transcriptional regulator,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09345,pp2,0.9832,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05415,GCF_000026505.1,pp1,hypothetical protein,337,major capsid protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09270,pp2,0.992,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05425,GCF_000026505.1,pp1,hypothetical protein,100,DUF6711 family protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01710,pp1,0.9829,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05430,GCF_000026505.1,pp1,HK97-gp10 family putative phage morphogenesis protein,121,Prophage Lp2 protein 43,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1987,pp2,0.9864,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05450,GCF_000026505.1,pp1,hypothetical protein,117,DUF1351 domain-containing protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04870,pp3,0.9729,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05470,GCF_000026505.1,pp1,hypothetical protein,107,siphovirus Gp157 family protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS11445,pp2,0.9759,high
GCF_000026505.1__pp1__1102527-1140943__LGG_RS05475,GCF_000026505.1,pp1,hypothetical protein,97,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.9742,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07255,GCF_000026505.1,pp2,hypothetical protein,128,DUF6275 family protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10510,pp5,0.9885,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07270,GCF_000026505.1,pp2,hypothetical protein,77,hemolysin XhlA family protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08315,pp3,0.9894,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07275,GCF_000026505.1,pp2,hypothetical protein,107,phage major capsid protein,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07330,pp2,0.9744,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07295,GCF_000026505.1,pp2,hypothetical protein,76,DUF771 domain-containing protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10260,pp4,0.9843,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07315,GCF_000026505.1,pp2,HK97-gp10 family putative phage morphogenesis protein,139,siphovirus Gp157 family protein,GCF_000010145.1__pp2__531913-574579__LAF_RS02665,pp2,0.9803,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07325,GCF_000026505.1,pp2,hypothetical protein,96,phage head-tail connector protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10550,pp5,0.979,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07375,GCF_000026505.1,pp2,hypothetical protein,92,Gp15 family bacteriophage protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS02295,pp2,0.9845,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07390,GCF_000026505.1,pp2,hypothetical protein,255,phage terminase small subunit P27 family,GCF_000016825.1__pp1__733651-741034__LREU_RS03595,pp1,0.9841,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07395,GCF_000026505.1,pp2,hypothetical protein,68,energy-coupling factor ABC transporter substrate-binding protein,GCF_041888805.1__pp7__1962103-2002786__ACEPPB_RS09780,pp7,0.9826,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07405,GCF_000026505.1,pp2,hypothetical protein,412,phage terminase small subunit P27 family,GCF_014131735.1__pp2__2214048-2255622__E5260_RS10495,pp2,0.9824,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07410,GCF_000026505.1,pp2,hypothetical protein,75,helix-turn-helix domain-containing protein,GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15285,pp6,0.9687,high
GCF_000026505.1__pp2__1528627-1569239__LGG_RS07430,GCF_000026505.1,pp2,hypothetical protein,103,IS66 family insertion sequence element accessory protein TnpB,GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01670,pp2,0.9901,high
GCF_000026505.1__pp3__2947765-2961885__LGG_RS13825,GCF_000026505.1,pp3,hypothetical protein,73,phage head-tail connector protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10550,pp5,0.9873,high
GCF_000026505.1__pp3__2947765-2961885__LGG_RS13830,GCF_000026505.1,pp3,hypothetical protein,63,phage head-tail connector protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04995,pp1,0.9702,high
GCF_000026505.1__pp3__2947765-2961885__LGG_RS13835,GCF_000026505.1,pp3,hypothetical protein,90,phage head-tail connector protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10550,pp5,0.9862,high
GCF_000026505.1__pp3__2947765-2961885__LGG_RS13840,GCF_000026505.1,pp3,hypothetical protein,62,head-tail connector protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04950,pp3,0.9801,high
GCF_000026505.1__pp3__2947765-2961885__LGG_RS13855,GCF_000026505.1,pp3,hypothetical protein,140,IS66 family insertion sequence element accessory protein TnpB,GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01670,pp2,0.9889,high
GCF_000026505.1__pp3__2947765-2961885__LGG_RS13875,GCF_000026505.1,pp3,hypothetical protein,59,DUF1056 family protein,GCF_000026505.1__pp2__1528627-1569239__LGG_RS16420,pp2,0.9861,high
GCF_000148815.2__pp1__784086-803154__LPST_RS03585,GCF_000148815.2,pp1,hypothetical protein,61,crAss001_48 related protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04365,pp2,0.9801,high
GCF_000148815.2__pp1__784086-803154__LPST_RS16245,GCF_000148815.2,pp1,hypothetical protein,46,Prophage Lp2 protein 23,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1669,pp1,0.9797,high
GCF_000148815.2__pp2__828246-848324__LPST_RS15540,GCF_000148815.2,pp2,putative metal homeostasis protein,39,phage terminase small subunit P27 family,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07350,pp2,0.955,high
GCF_000148815.2__pp2__828246-848324__LPST_RS03850,GCF_000148815.2,pp2,hypothetical protein,410,RNA polymerase sigma factor sigma-70 region 4 domain-containing protein,GCF_000412205.1__pp1__825512-847042__LP16_RS03855,pp1,1.0,high
GCF_000148815.2__pp2__828246-848324__LPST_RS03855,GCF_000148815.2,pp2,hypothetical protein,88,XkdX family protein,GCF_000026505.1__pp1__1102527-1140943__LGG_RS14710,pp1,0.9539,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS16585,GCF_000148815.2,pp3,hypothetical protein,105,ABC transporter permease subunit,GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09705,pp3,0.9704,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08325,GCF_000148815.2,pp3,hypothetical protein,119,phage head spike fiber domain-containing protein,GCF_014131735.1__pp2__2214048-2255622__E5260_RS10400,pp2,0.9792,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS16350,GCF_000148815.2,pp3,hypothetical protein,53,DUF4355 domain-containing protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS11455,pp2,0.9518,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08330,GCF_000148815.2,pp3,hypothetical protein,83,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.9723,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08355,GCF_000148815.2,pp3,hypothetical protein,63,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.984,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08375,GCF_000148815.2,pp3,HK97-gp10 family putative phage morphogenesis protein,135,phage terminase small subunit P27 family,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04925,pp3,0.9796,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08420,GCF_000148815.2,pp3,hypothetical protein,83,P27 family phage terminase small subunit,GCF_000023085.1__pp2__513673-552269__JDM1_RS02520,pp2,0.9859,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08425,GCF_000148815.2,pp3,hypothetical protein,92,Prophage Lp2 protein 41,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1989,pp2,0.9842,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS16355,GCF_000148815.2,pp3,hypothetical protein,56,phage terminase small subunit P27 family,GCF_000016825.1__pp1__733651-741034__LREU_RS03595,pp1,0.9697,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08440,GCF_000148815.2,pp3,hypothetical protein,270,DUF4393 domain-containing protein,GCF_000165775.1__pp3__1750321-1777635__R0052_RS10925,pp3,0.9879,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08450,GCF_000148815.2,pp3,hypothetical protein,80,Prophage Lp2 protein 23,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1669,pp1,0.9769,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08460,GCF_000148815.2,pp3,hypothetical protein,265,Phage replication initiation protein,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1671,pp1,0.993,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08465,GCF_000148815.2,pp3,hypothetical protein,85,YjcQ family protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02985,pp2,0.9773,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS16260,GCF_000148815.2,pp3,hypothetical protein,56,IS66 family insertion sequence element accessory protein TnpB,GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01670,pp2,0.988,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS16360,GCF_000148815.2,pp3,hypothetical protein,50,XkdX family protein,GCF_000026505.1__pp1__1102527-1140943__LGG_RS14710,pp1,0.9071,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08470,GCF_000148815.2,pp3,hypothetical protein,66,YopX family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00125,pp1,0.9779,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08475,GCF_000148815.2,pp3,hypothetical protein,82,AbrB family transcriptional regulator,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08015,pp5,0.9827,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08485,GCF_000148815.2,pp3,hypothetical protein,96,DUF6275 family protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10510,pp5,0.9907,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08490,GCF_000148815.2,pp3,hypothetical protein,86,helix-turn-helix domain-containing protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10425,pp5,0.9785,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08495,GCF_000148815.2,pp3,hypothetical protein,118,DUF4393 domain-containing protein,GCF_000165775.1__pp3__1750321-1777635__R0052_RS10925,pp3,0.9894,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08510,GCF_000148815.2,pp3,hypothetical protein,71,helix-turn-helix domain-containing protein,GCF_000248095.2__pp3__645322-648828__LBLM1_RS03260,pp3,0.9783,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08530,GCF_000148815.2,pp3,hypothetical protein,66,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.9776,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS16815,GCF_000148815.2,pp3,hypothetical protein,76,XkdX family protein,GCF_000026505.1__pp1__1102527-1140943__LGG_RS14710,pp1,0.9432,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS16365,GCF_000148815.2,pp3,hypothetical protein,58,crAss001_48 related protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04365,pp2,0.9859,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08545,GCF_000148815.2,pp3,hypothetical protein,85,DUF6275 family protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04435,pp2,0.9876,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08550,GCF_000148815.2,pp3,hypothetical protein,111,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9853,high
GCF_000148815.2__pp3__1793105-1845954__LPST_RS08570,GCF_000148815.2,pp3,hypothetical protein,68,DUF1056 family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00075,pp1,0.9737,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10060,GCF_000148815.2,pp4,hypothetical protein,98,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.9714,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10070,GCF_000148815.2,pp4,hypothetical protein,144,DUF2634 domain-containing protein,GCF_000014425.1__pp1__600763-679301__LGAS_RS03075,pp1,0.9696,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10095,GCF_000148815.2,pp4,hypothetical protein,67,phage terminase small subunit P27 family,GCF_000019245.4__pp1__971299-993782__LCAZH_RS05185,pp1,0.9836,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10110,GCF_000148815.2,pp4,hypothetical protein,121,DUF3168 domain-containing protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09245,pp2,0.9919,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10120,GCF_000148815.2,pp4,hypothetical protein,115,minor capsid protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS02315,pp2,0.9784,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10130,GCF_000148815.2,pp4,hypothetical protein,58,DUF1617 family protein,GCF_000338115.2__pp2__1430063-1473182__ZJ316_RS06845,pp2,0.9656,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10140,GCF_000148815.2,pp4,hypothetical protein,115,tail protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10305,pp3,0.9878,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10150,GCF_000148815.2,pp4,hypothetical protein,68,phage tail tube assembly chaperone,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07300,pp2,0.9815,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10155,GCF_000148815.2,pp4,hypothetical protein,92,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9871,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS16170,GCF_000148815.2,pp4,hypothetical protein,71,RusA family crossover junction endodeoxyribonuclease,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02915,pp2,0.9802,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10190,GCF_000148815.2,pp4,hypothetical protein,258,DUF4393 domain-containing protein,GCF_000165775.1__pp3__1750321-1777635__R0052_RS10925,pp3,0.9826,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10215,GCF_000148815.2,pp4,hypothetical protein,172,Prophage Lp2 protein 23,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2006,pp2,0.9934,high
GCF_000148815.2__pp4__2142373-2187941__LPST_RS10220,GCF_000148815.2,pp4,hypothetical protein,176,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9846,high
